frame,particle,x,y,z,size,mass,brightness,raw_brightness,brightness_uncertainty,snr,focal_attenuation,diffusion_coefficient
0.0,0.0,344.21738235524623,446.8728446367916,-7.047491847050573e-06,6.204815198122222e-08,1.0006337865076257e-21,0.7349344396922121,1.0006337865076257e-21,0.030200317906068194,24.33532130284432,0.0890162553234032,3.519557964605483e-12
1.0,0.0,344.2173838379886,446.8728451437377,-8.258543412630376e-06,6.204815198122222e-08,1.0006337865076257e-21,0.7349344396922121,1.0006337865076257e-21,0.030200317906068194,24.33532130284432,0.06986806542832553,3.519557964605483e-12
2.0,0.0,344.217384265097,446.8728442902593,-8.218797694307674e-06,6.204815198122222e-08,1.0006337865076257e-21,0.7349344396922121,1.0006337865076257e-21,0.030200317906068194,24.33532130284432,0.07042567002128956,3.519557964605483e-12
3.0,0.0,344.2173830949592,446.87284458842873,-8.865267538087186e-06,6.204815198122222e-08,1.0006337865076257e-21,0.7349344396922121,1.0006337865076257e-21,0.030200317906068194,24.33532130284432,0.061884135778210586,3.519557964605483e-12
4.0,0.0,344.2173832844167,446.8728441282427,-8.765534908801692e-06,6.204815198122222e-08,1.0006337865076257e-21,0.7349344396922121,1.0006337865076257e-21,0.030200317906068194,24.33532130284432,0.0631309022861753,3.519557964605483e-12
5.0,0.0,344.21738392318184,446.87284465574874,-8.403510045065318e-06,6.204815198122222e-08,1.0006337865076257e-21,0.7349344396922121,1.0006337865076257e-21,0.030200317906068194,24.33532130284432,0.06787144203694559,3.519557964605483e-12
6.0,0.0,344.21738378877586,446.8728440754961,-8.710850062894199e-06,6.204815198122222e-08,1.0006337865076257e-21,0.7349344396922121,1.0006337865076257e-21,0.030200317906068194,24.33532130284432,0.06382515259565068,3.519557964605483e-12
7.0,0.0,344.21738412626365,446.8728432257054,-7.012430379272756e-06,6.204815198122222e-08,1.0006337865076257e-21,0.7349344396922121,1.0006337865076257e-21,0.030200317906068194,24.33532130284432,0.08964265712681521,3.519557964605483e-12
8.0,0.0,344.21738341601593,446.8728429779294,-8.02138562374757e-06,6.204815198122222e-08,1.0006337865076257e-21,0.7349344396922121,1.0006337865076257e-21,0.030200317906068194,24.33532130284432,0.07326186701443964,3.519557964605483e-12
9.0,0.0,344.2173826972084,446.87284363467404,-7.583812814736145e-06,6.204815198122222e-08,1.0006337865076257e-21,0.7349344396922121,1.0006337865076257e-21,0.030200317906068194,24.33532130284432,0.07996226241773616,3.519557964605483e-12
10.0,0.0,344.21738290533705,446.8728436674649,-8.270614751479266e-06,6.204815198122222e-08,1.0006337865076257e-21,0.7349344396922121,1.0006337865076257e-21,0.030200317906068194,24.33532130284432,0.0696995886656674,3.519557964605483e-12
11.0,0.0,344.2173834369388,446.8728441332955,-8.944612599017079e-06,6.204815198122222e-08,1.0006337865076257e-21,0.7349344396922121,1.0006337865076257e-21,0.030200317906068194,24.33532130284432,0.060909846622492325,3.519557964605483e-12
12.0,0.0,344.2173843477236,446.8728452951688,-7.940324810602168e-06,6.204815198122222e-08,1.0006337865076257e-21,0.7349344396922121,1.0006337865076257e-21,0.030200317906068194,24.33532130284432,0.07445928042077359,3.519557964605483e-12
13.0,0.0,344.21738300904866,446.8728452464428,-7.141155768969269e-06,6.204815198122222e-08,1.0006337865076257e-21,0.7349344396922121,1.0006337865076257e-21,0.030200317906068194,24.33532130284432,0.08736425460178321,3.519557964605483e-12
