frame,particle,x,y,size,mass,raw_brightness,brightness_uncertainty,snr,diffusion_coefficient
34,0,72.88044315432901,1144.3492042499347,90.50168572635793,0.10098884264792216,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
35,0,65.13576234656686,1139.5608289840322,90.50168572635793,0.18402704498480676,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
36,0,66.08151461855516,1139.30489772304,90.50168572635793,0.2791794826915154,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
37,0,55.909304745351086,1134.45674370513,90.50168572635793,0.2691430390907749,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
38,0,56.110597184679584,1134.983829307281,90.50168572635793,0.22364731690510697,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
39,0,52.817908973715255,1140.866028264592,90.50168572635793,0.3644183215916975,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
40,0,55.506889865065126,1148.8407658038443,90.50168572635793,0.0687690612651149,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
41,0,54.03532028759009,1144.5564180482077,90.50168572635793,0.15794725905765708,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
42,0,43.957260919821,1143.901666799824,90.50168572635793,0.21750694973047352,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
43,0,51.0853507276816,1148.0062346344714,90.50168572635793,0.3177691342792439,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
44,0,51.914006092941364,1140.91457926056,90.50168572635793,0.3562817165016371,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
45,0,52.69911877165274,1142.7531966754568,90.50168572635793,0.277605342422207,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
46,0,53.871316918410415,1145.551095144541,90.50168572635793,0.13517579673067487,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
47,0,51.117279229506835,1151.108861142071,90.50168572635793,0.21997850331652477,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
48,0,46.85818987918814,1153.0907240720549,90.50168572635793,0.19044078352087715,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
49,0,41.91590696819783,1154.7587014068602,90.50168572635793,0.09549182858201373,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
50,0,43.31071112719665,1155.9389886940603,90.50168572635793,0.16876567458559066,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
51,0,44.09147595795593,1154.2356534745545,90.50168572635793,0.17771532502241014,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
52,0,43.23120953935003,1160.7214228570845,90.50168572635793,0.17348393424786168,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
53,0,41.44370014807304,1156.8852226129336,90.50168572635793,0.28822977542799416,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
54,0,43.101852545484164,1160.6452128276972,90.50168572635793,0.324753283352775,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
55,0,46.5175719607694,1157.2675236010398,90.50168572635793,0.3532755597470558,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
56,0,40.94004562077703,1158.8421610407752,90.50168572635793,0.2987253135942458,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
57,0,35.20516037630272,1163.785141915115,90.50168572635793,0.39239692465786213,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
58,0,34.17385977948009,1172.7337342623723,90.50168572635793,0.01,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
59,0,30.47322912405358,1178.0270693516966,90.50168572635793,0.27317800243924817,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
60,0,32.782765821115596,1184.2873540887133,90.50168572635793,0.20146112029235821,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
61,0,38.291267648609235,1186.3693265914867,90.50168572635793,0.11835707957482029,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
62,0,41.196065895322704,1184.3310012865875,90.50168572635793,0.15475846278777902,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
63,0,47.08276110824531,1195.3012404369565,90.50168572635793,0.2953595937987994,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
64,0,48.97978113154338,1197.4172969723254,90.50168572635793,0.16657370082272416,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
65,0,46.960751230688444,1195.7200912026753,90.50168572635793,0.33674877613140386,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
66,0,44.33171350722507,1192.8644778862963,90.50168572635793,0.1648654271425452,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
67,0,44.06678114597425,1193.4982936365245,90.50168572635793,0.23370679558162682,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
68,0,41.22433613529966,1192.9115607247916,90.50168572635793,0.2072699348352744,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
69,0,40.04140790302177,1189.7208305106867,90.50168572635793,0.17370602695893808,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
70,0,42.81874130889568,1188.3766181810138,90.50168572635793,0.15433420671884782,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
71,0,45.191070448329214,1197.2522799993872,90.50168572635793,0.1949662839481518,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
72,0,43.97553540538475,1200.7274603595445,90.50168572635793,0.281077103212345,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
73,0,40.188052419618366,1205.439610563566,90.50168572635793,0.033678545346555844,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
74,0,41.13345844181774,1206.0899661508167,90.50168572635793,0.2848531773747257,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
75,0,45.885772454938206,1217.3168148349832,90.50168572635793,0.05750229216483879,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
76,0,44.57154946127156,1212.967107978467,90.50168572635793,0.2771463431034392,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
77,0,37.21144111813979,1216.32361551787,90.50168572635793,0.3113657855604609,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
78,0,30.517436345734275,1219.3902632470074,90.50168572635793,0.17844127790165398,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
79,0,36.233981850049496,1217.5226321454047,90.50168572635793,0.07644889549290886,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
80,0,42.482954058598956,1221.1926557677016,90.50168572635793,0.24028548161394114,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
81,0,44.86169396489605,1231.3677492538873,90.50168572635793,0.26746021689123606,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
82,0,47.22965176072283,1236.1884979607964,90.50168572635793,0.2248440100453685,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
83,0,55.96547565875151,1228.33843207726,90.50168572635793,0.07707372943804339,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
84,0,57.624803599106556,1228.3389223855852,90.50168572635793,0.1430756498357933,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
85,0,58.673452750317985,1229.0423973149532,90.50168572635793,0.45242988947821794,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
86,0,64.48484584293928,1227.6646608788496,90.50168572635793,0.14813568582208275,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
87,0,58.728576698796516,1227.3449010655384,90.50168572635793,0.30884187978711675,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
88,0,51.14811913191322,1222.9836225364334,90.50168572635793,0.01,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
89,0,58.520981989978615,1221.7705225912862,90.50168572635793,0.3146129447173992,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
90,0,55.03154589509707,1222.34567264972,90.50168572635793,0.25659433334959425,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
91,0,58.061602337394895,1219.694472114369,90.50168572635793,0.21929383806234778,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
92,0,60.88541182980163,1222.6506180604395,90.50168572635793,0.18488069912105407,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
93,0,61.041857083888644,1219.2149328268401,90.50168572635793,0.15289408536206156,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
94,0,61.8022345598657,1219.6130137042612,90.50168572635793,0.020804414609762067,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
95,0,62.625066058097374,1221.1884477383135,90.50168572635793,0.1410883620215839,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
96,0,63.980948047273685,1222.7402394413218,90.50168572635793,0.1370296375908165,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
97,0,63.80787027136683,1222.4310151241,90.50168572635793,0.10877627074836449,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
98,0,65.65432702454018,1223.0794975900815,90.50168572635793,0.2754807997282983,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
99,0,66.4824251544374,1224.7778271503125,90.50168572635793,0.22332496024078666,3.8812232853722326e-22,0.09494496262696499,2.0475505944246604,4.826033144948592e-12
0,1,2043.4721269688512,953.8304433739887,105.73182499263302,0.598493758699449,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
1,1,2043.233955770019,947.5402432401775,105.73182499263302,0.5388720090608776,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
2,1,2043.2364079726888,948.6834838421693,105.73182499263302,0.45178098702969394,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
3,1,2043.8601160392307,943.9445224340566,105.73182499263302,0.49932136509381153,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
4,1,2045.3897496051109,942.0452889752715,105.73182499263302,0.7507126976563812,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
5,1,2046.239570035488,939.558383953752,105.73182499263302,0.6693987967214918,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
6,1,2.6207979616738157,935.4403297322888,105.73182499263302,0.6928340193235816,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
7,1,7.453507598043717,929.9966175688759,105.73182499263302,0.5679297345286685,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
8,1,4.227938871747165,933.3824902359992,105.73182499263302,0.48169605805642274,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
9,1,8.9589129954085,939.261151086599,105.73182499263302,0.6906843619752234,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
10,1,8.016571508647576,930.0161245927383,105.73182499263302,0.4531504691864519,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
11,1,5.481465097051555,933.3172940676218,105.73182499263302,0.628870209790729,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
12,1,4.859585746917163,934.9708520909049,105.73182499263302,0.5724502227882626,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
13,1,3.1808821998858687,938.564479441843,105.73182499263302,0.4481230748605325,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
14,1,4.61429475285572,936.4040367435326,105.73182499263302,0.7164592934027331,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
15,1,5.927961823094419,939.2496248702231,105.73182499263302,0.4387811032220008,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
16,1,7.905889216760779,942.1030383649032,105.73182499263302,0.632973100995631,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
17,1,6.1196854142158745,941.0570985112462,105.73182499263302,0.4711329595514271,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
18,1,6.381455976540016,935.0569165522949,105.73182499263302,0.5564491862342427,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
19,1,8.77295548586474,929.6917693153977,105.73182499263302,0.5701326750282021,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
20,1,15.080424094606148,925.5496452543513,105.73182499263302,0.6417711225393564,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
21,1,21.6873599878941,923.2785486722439,105.73182499263302,0.5442773153257241,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
22,1,25.65341898133131,918.4982119746139,105.73182499263302,0.7291986754730636,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
23,1,31.694694797869133,924.7614905813119,105.73182499263302,0.5420284682784585,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
24,1,30.811023788992287,928.7159705307779,105.73182499263302,0.44152919105193633,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
25,1,32.187186969317274,927.7265111913298,105.73182499263302,0.5164405338823116,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
26,1,29.036589902211986,927.3008251039103,105.73182499263302,0.38644969351437947,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
27,1,30.122661596897515,925.0479945066228,105.73182499263302,0.48258310012868605,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
28,1,29.717316910990338,920.639973787212,105.73182499263302,0.590598254385914,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
29,1,30.742844050565363,917.9215518751221,105.73182499263302,0.542842770542531,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
30,1,36.30422206124573,921.4886097549185,105.73182499263302,0.4834895555287606,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
31,1,39.22609952630277,914.9272881402374,105.73182499263302,0.5786812829018663,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
32,1,43.36835089350686,918.5046284761736,105.73182499263302,0.3064132512899322,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
33,1,42.915322493245036,915.5160778013089,105.73182499263302,0.6108675831276382,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
34,1,40.819857894828544,910.1948087743191,105.73182499263302,0.6474360205445987,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
35,1,46.854284703479536,908.8530732407181,105.73182499263302,0.4872690863995611,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
36,1,40.11775955194062,897.3242107291509,105.73182499263302,0.5769937918196825,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
37,1,42.06825138799865,898.8728982313916,105.73182499263302,0.7527538743083446,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
38,1,44.4729021050316,899.6262029623489,105.73182499263302,0.5521189814390799,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
39,1,34.91037807225658,894.5130138401147,105.73182499263302,0.5263296800114239,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
40,1,37.89056215065027,893.9881117527939,105.73182499263302,0.4840809124480502,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
41,1,35.76934336052377,898.4441397778113,105.73182499263302,0.4644542213060811,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
42,1,42.961786755882024,894.8871642689724,105.73182499263302,0.6768404488787081,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
43,1,42.309531014739115,894.2247616904725,105.73182499263302,0.5626490868573804,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
44,1,45.4407866830532,897.9861924935042,105.73182499263302,0.5887288267582509,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
45,1,53.82554189005089,895.1869602933924,105.73182499263302,0.5716673111425157,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
46,1,46.93016207409981,890.59710106358,105.73182499263302,0.8344002383771643,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
47,1,49.47293022457442,892.407439025023,105.73182499263302,0.42692434330790435,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
48,1,52.20751919091151,897.4708460425267,105.73182499263302,0.49163693008587256,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
49,1,63.77570744736028,899.1922496947542,105.73182499263302,0.3870429203384872,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
50,1,63.26170230014633,897.8310000537924,105.73182499263302,0.6032651622816159,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
51,1,63.27095734331771,895.4593172037502,105.73182499263302,0.6260066090368953,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
52,1,68.5847910189803,893.0600858030792,105.73182499263302,0.4711267560562853,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
53,1,64.43326593228845,893.5013782465394,105.73182499263302,0.5092874162402456,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
54,1,55.35799675783379,888.827784348121,105.73182499263302,0.5716963377551976,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
55,1,47.24785847935775,890.5695478194908,105.73182499263302,0.523051238735216,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
56,1,49.7611566950771,894.6129887780678,105.73182499263302,0.4599669376882847,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
57,1,48.36267889560607,894.3055304089451,105.73182499263302,0.7015538821656473,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
58,1,47.10768294446874,892.405632619655,105.73182499263302,0.8228650486206418,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
59,1,41.65810447590538,891.1661750226051,105.73182499263302,0.44009076559894744,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
60,1,42.13333762817939,887.5066798277304,105.73182499263302,0.46795152645624405,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
61,1,47.78403969357896,890.1387457731217,105.73182499263302,0.5571483154705099,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
62,1,49.36998261530214,882.9341824124211,105.73182499263302,0.6203546245471643,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
63,1,55.22426851920486,882.0854989404429,105.73182499263302,0.5640456425893299,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
64,1,60.42463072110721,886.3767648125565,105.73182499263302,0.5450187799205836,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
65,1,62.31580835471457,880.8005818122411,105.73182499263302,0.5525334691874866,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
66,1,58.25009504727388,879.8555771508392,105.73182499263302,0.48725880121387716,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
67,1,54.65645719220302,879.7126847122848,105.73182499263302,0.6450511913571697,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
68,1,56.47676408741276,885.0040454247545,105.73182499263302,0.5241089967511754,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
69,1,57.610542793103015,880.6182086832122,105.73182499263302,0.4773932721888306,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
70,1,55.437570620276446,884.9465185513227,105.73182499263302,0.6378525803088665,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
71,1,54.984588243709105,884.6204577226318,105.73182499263302,0.59282172150139,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
72,1,53.87838174850548,886.7835417793578,105.73182499263302,0.5317048405505483,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
73,1,56.27202082499868,886.7927633938881,105.73182499263302,0.5608062525122236,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
74,1,62.545050131273264,882.1236954147056,105.73182499263302,0.540164594125861,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
75,1,70.95772108500799,887.4335486341602,105.73182499263302,0.6384378109033668,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
76,1,80.08569639239853,893.3642891134773,105.73182499263302,0.45446547799272413,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
77,1,75.1678181862874,893.3267042032927,105.73182499263302,0.6012965108655802,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
78,1,79.93842692963739,891.3587763377263,105.73182499263302,0.34600717803168146,6.188933377719127e-22,0.1075351329131604,5.283284563139278,4.130867267443423e-12
