frame,particle,x,y,z,size,mass,brightness,raw_brightness,brightness_uncertainty,snr,focal_attenuation,diffusion_coefficient
26.0,0.0,47.496768268282445,455.8612289380833,5.586410940506678e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.11922770813869275,6.022956352737141e-12
27.0,0.0,47.496767132902285,455.8612301690587,4.6656402808714125e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.14333568263669622,6.022956352737141e-12
28.0,0.0,47.49676663934326,455.8612290435908,4.176286887100493e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.15807348014515057,6.022956352737141e-12
29.0,0.0,47.49676499058373,455.86122877995354,4.5475998354405865e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.14675982388411937,6.022956352737141e-12
31.0,0.0,47.49676524677985,455.86122881071657,4.858817279432541e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.13790346489993646,6.022956352737141e-12
32.0,0.0,47.49676606155453,455.8612309035418,5.202538947120297e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.12874189384363624,6.022956352737141e-12
33.0,0.0,47.496765055213345,455.86122953533965,3.885473955631706e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.16754007483946992,6.022956352737141e-12
34.0,0.0,47.49676551613741,455.86123095569485,5.704139064368828e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.1164532090969165,6.022956352737141e-12
35.0,0.0,47.496766406292394,455.8612323829183,5.10943015722816e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.1311617553425465,6.022956352737141e-12
36.0,0.0,47.49676564716005,455.86123325816385,4.899132911852793e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.136796002624103,6.022956352737141e-12
37.0,0.0,47.496766366397665,455.86123430744226,2.8720286323206e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.2795732595630418,6.022956352737141e-12
38.0,0.0,47.49676430556527,455.8612342767112,4.4093933889179286e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.1508730400479223,6.022956352737141e-12
40.0,0.0,47.496766152081975,455.86123777445994,2.0912778637898765e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.5596689873064528,6.022956352737141e-12
41.0,0.0,47.49676575231429,455.86123629964715,1.5064276273417696e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.7407558213502683,6.022956352737141e-12
42.0,0.0,47.496765336725794,455.86123588131403,1.9751464805240635e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.6014470671470763,6.022956352737141e-12
43.0,0.0,47.496766972180225,455.86123467020985,2.352880682946843e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.4619819795327822,6.022956352737141e-12
44.0,0.0,47.49676726245665,455.86123378003515,2.026539133907657e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.5831689564722384,6.022956352737141e-12
45.0,0.0,47.49676429494107,455.8612329880014,1.0613257617466717e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.7990979052191253,6.022956352737141e-12
46.0,0.0,47.496764926836704,455.8612309628181,1.0932003320435842e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.797918001454038,6.022956352737141e-12
47.0,0.0,47.49676365925155,455.861231986338,-5.276194686337798e-07,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.9443235392637216,6.022956352737141e-12
48.0,0.0,47.49676371602233,455.8612327556541,6.239724810782753e-07,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.9221316685714043,6.022956352737141e-12
49.0,0.0,47.496764658200405,455.8612325519364,3.384205541174807e-07,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.9770943057101634,6.022956352737141e-12
50.0,0.0,47.49676457803142,455.86123296840475,4.5032291392331616e-07,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.9594418546391227,6.022956352737141e-12
51.0,0.0,47.496763573125385,455.8612322322846,9.546517256013422e-07,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.8177280165612759,6.022956352737141e-12
52.0,0.0,47.49676212660129,455.86123202321335,8.161008447457884e-07,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.8667958822410421,6.022956352737141e-12
53.0,0.0,47.496763194664446,455.86123335996945,1.271988094942921e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.78244096112842,6.022956352737141e-12
54.0,0.0,47.49676229211711,455.86123170845394,9.559341011672585e-07,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.8172379988451091,6.022956352737141e-12
55.0,0.0,47.49676341280822,455.86123056121966,1.6302385968250195e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.7101324635326796,6.022956352737141e-12
56.0,0.0,47.496763856330894,455.86123098593606,-6.172436551908493e-07,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.923802054025328,6.022956352737141e-12
57.0,0.0,47.49676424902747,455.86123135753394,-1.5150598614360861e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.7387988778257664,6.022956352737141e-12
58.0,0.0,47.49676431502941,455.8612301243087,-2.1242074740580875e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.5475528541270024,6.022956352737141e-12
59.0,0.0,47.49676366710108,455.86123007397504,-1.7977486672200352e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.6609583629389896,6.022956352737141e-12
60.0,0.0,47.49676407590077,455.86122849644,-4.6700485213341565e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.1432093666967913,6.022956352737141e-12
61.0,0.0,47.496763821376796,455.8612293250366,-5.597335066599935e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.11896750079248285,6.022956352737141e-12
62.0,0.0,47.49676279885084,455.86123135846,-7.374297422949048e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.08338411986635438,6.022956352737141e-12
64.0,0.0,47.49676349543548,455.86123272551856,-5.316843178997091e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.12583213172229973,6.022956352737141e-12
65.0,0.0,47.49676228820756,455.86123065102566,-4.024229575335061e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.1629545701919631,6.022956352737141e-12
66.0,0.0,47.496763946331086,455.86123052348233,-6.133267497888127e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.10687542105770834,6.022956352737141e-12
67.0,0.0,47.49676404393646,455.8612302913653,-6.778282684694268e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.09394042733500274,6.022956352737141e-12
68.0,0.0,47.49676462631269,455.86123103124817,-8.324672364230539e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.06895008890850483,6.022956352737141e-12
69.0,0.0,47.49676410257688,455.86123023186724,-7.69630292474691e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.07818335565407596,6.022956352737141e-12
70.0,0.0,47.496764771755835,455.8612308829609,-8.025887853636008e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.0731959283525253,6.022956352737141e-12
71.0,0.0,47.4967639598161,455.86123230941905,-7.73537026656395e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.07757485283266935,6.022956352737141e-12
72.0,0.0,47.49676618467269,455.86123327568515,-7.304279995214205e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.08456000219375814,6.022956352737141e-12
73.0,0.0,47.49676716163519,455.8612314862016,-7.372216697356397e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.08341882698189719,6.022956352737141e-12
75.0,0.0,47.496768823926914,455.86123241569123,-7.340645411115051e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.08394722136826946,6.022956352737141e-12
77.0,0.0,47.49676821753845,455.86123482174145,-8.761413375528668e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.06318296296307434,6.022956352737141e-12
78.0,0.0,47.49676717664323,455.8612360426553,-9.02870617905455e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.05989398787611847,6.022956352737141e-12
80.0,0.0,47.49676475860378,455.86123499919995,-9.675157973715123e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.05262997223448897,6.022956352737141e-12
81.0,0.0,47.496765996524,455.86123390961063,-9.724825161672725e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.05210976369692109,6.022956352737141e-12
82.0,0.0,47.49676683875475,455.8612333597259,-9.215489898716689e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.057697819748062755,6.022956352737141e-12
83.0,0.0,47.496764846099154,455.8612342388558,-8.812982473696624e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.06253465429545894,6.022956352737141e-12
84.0,0.0,47.49676479445786,455.8612336578988,-9.11024063826535e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.05892522333046129,6.022956352737141e-12
85.0,0.0,47.4967635366791,455.8612326779376,-8.238541457674715e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.07014812480785684,6.022956352737141e-12
88.0,0.0,47.49676612651618,455.8612335713793,-7.226571976042947e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.0858844657325874,6.022956352737141e-12
89.0,0.0,47.49676648258408,455.8612348299615,-8.005724471254904e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.07349169982544693,6.022956352737141e-12
90.0,0.0,47.49676860481106,455.86123536527344,-9.856873749927908e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.05075157320539182,6.022956352737141e-12
91.0,0.0,47.49676835808285,455.8612348433335,-7.248830127398552e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.08550298957050484,6.022956352737141e-12
92.0,0.0,47.496768254350755,455.8612350833046,-8.962219512594349e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.06069573694370504,6.022956352737141e-12
93.0,0.0,47.496770386934,455.861232845914,-7.099517340220075e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.08809483445744315,6.022956352737141e-12
94.0,0.0,47.496769414532494,455.86123328542277,-6.139452997331573e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.10674328723443492,6.022956352737141e-12
95.0,0.0,47.49677054651467,455.8612346094775,-5.759211671123163e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.11517757090761958,6.022956352737141e-12
97.0,0.0,47.49677015079013,455.86123273981707,-5.3590028897267395e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.1247755831057589,6.022956352737141e-12
98.0,0.0,47.49677131091739,455.86123256566333,-6.3348297000159255e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.10265269799360828,6.022956352737141e-12
99.0,0.0,47.49677256422168,455.86123281897227,-5.706870544293642e-06,3.6258284919384825e-08,1.9966887977112563e-22,0.06826209915308773,1.9966887977112563e-22,0.0077093550648699135,8.85445002580635,0.11638960855029419,6.022956352737141e-12
0.0,1.0,462.08008071803204,413.5342198859192,8.983792018488805e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.060434429226686064,3.6562147634588176e-12
1.0,1.0,462.08008175888864,413.53421784943356,9.700817606629742e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.05236057094599801,3.6562147634588176e-12
2.0,1.0,462.0800833379922,413.534217212429,8.52749921987724e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.06620907396930446,3.6562147634588176e-12
3.0,1.0,462.0800829488263,413.5342155319941,8.279786804988122e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.06957184819437506,3.6562147634588176e-12
4.0,1.0,462.08008307608054,413.53421534196735,7.365674837123937e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.08352804127415525,3.6562147634588176e-12
5.0,1.0,462.0800828893571,413.53421530688644,8.186432740454333e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.07088301332597625,3.6562147634588176e-12
6.0,1.0,462.08008165465907,413.5342157452662,8.318157950032784e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.06903998134306837,3.6562147634588176e-12
7.0,1.0,462.08008104702367,413.53421676645223,9.141414441807818e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.058558981564572954,3.6562147634588176e-12
8.0,1.0,462.0800802016459,413.53421647282386,9.943651436986077e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.05,3.6562147634588176e-12
9.0,1.0,462.08008040695205,413.53421638410384,9.360056110169935e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.05605347492723204,3.6562147634588176e-12
10.0,1.0,462.0800805027516,413.53421491559845,8.279158329231805e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.0695805935879728,3.6562147634588176e-12
11.0,1.0,462.08008050177943,413.534215237001,9.099104417106052e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.059056610455529915,3.6562147634588176e-12
12.0,1.0,462.08008163501665,413.5342168314507,9.787105546131994e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.05146470625627671,3.6562147634588176e-12
13.0,1.0,462.0800825778504,413.53421706960995,9.308019210921199e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.05663989096687771,3.6562147634588176e-12
14.0,1.0,462.08008108901396,413.53421742429606,8.634485002744577e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.06480743704586915,3.6562147634588176e-12
15.0,1.0,462.08007975032524,413.5342176646032,8.662442784249143e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.06444607384576487,3.6562147634588176e-12
17.0,1.0,462.08008062246057,413.5342169812212,6.782641361386246e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.09385857182814349,3.6562147634588176e-12
18.0,1.0,462.0800797272794,413.53421759343246,8.676703275226638e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.0642625291829629,3.6562147634588176e-12
19.0,1.0,462.0800799029791,413.5342167323059,8.484616012281297e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.06677936756809794,3.6562147634588176e-12
20.0,1.0,462.0800788953781,413.53421682606086,9.293310911314788e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.05680675156732571,3.6562147634588176e-12
21.0,1.0,462.0800802612998,413.5342185774533,9.074563597054888e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.05934718248980966,3.6562147634588176e-12
22.0,1.0,462.0800807103368,413.5342193488263,9.2027016039493e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.05784557997291931,3.6562147634588176e-12
23.0,1.0,462.080080734685,413.5342202761593,7.4679384725571155e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.08183701701854755,3.6562147634588176e-12
24.0,1.0,462.080080380761,413.534220205174,7.037448468943521e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.08919523980608385,3.6562147634588176e-12
25.0,1.0,462.0800796982113,413.5342182056927,7.212441536394657e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.0861275260777209,3.6562147634588176e-12
26.0,1.0,462.0800787599572,413.5342186932137,6.4622182240326215e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.10007037832927466,3.6562147634588176e-12
27.0,1.0,462.08007779097886,413.5342196167135,6.644500651079168e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.09648786376398626,3.6562147634588176e-12
28.0,1.0,462.0800781295508,413.5342193422156,7.192912836303461e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.08646457558840698,3.6562147634588176e-12
29.0,1.0,462.0800787524213,413.5342187579179,7.536719465037869e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.08071895851652411,3.6562147634588176e-12
30.0,1.0,462.08007666518034,413.534219323369,7.607084670130824e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.07959095315199773,3.6562147634588176e-12
31.0,1.0,462.0800778645354,413.5342184931199,8.472927561208202e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.06693565965226286,3.6562147634588176e-12
32.0,1.0,462.08007855014006,413.5342188445355,8.990259829232518e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.060356304077319504,3.6562147634588176e-12
33.0,1.0,462.0800779179863,413.5342185190074,8.947315742559484e-06,5.972900434545874e-08,8.925744177166444e-22,0.4797681638792129,8.925744177166444e-22,0.019967045100593727,24.028000210454117,0.06087692591052185,3.6562147634588176e-12
